Fixed Acidity,Volatile Acidity,Citric Acid,Residual Sugar,Chlorides,Free Sulfur Dioxide,Total Sulfur Dioxide,Density,pH,Sulphates,Alcohol,Wine Type
8.745401188473625,1.0774263996276432,0.18513292883861965,10.862553917588142,0.059724079909822134,42.238351494783636,137.8135688996906,0.9942977932339068,3.4863950539403112,1.3188087879108608,10.755448641942095,White
14.50714306409916,0.8505349128817685,0.5419009473783581,10.104455674964889,0.05692597182367997,39.40375075946229,161.36946546636074,1.002039604685294,3.7665187951599837,1.1733033538660183,11.31404961562515,Red
12.31993941811405,0.5333386628008588,0.8729458358764083,1.487199250322278,0.18218837029899698,30.808802815500798,57.5889007705748,1.004958568498554,3.7121931157481907,0.7899136941312002,13.981831752415262,White
10.986584841970366,1.2393130275897282,0.7322248864095612,7.483708724896971,0.05741377797140616,48.02212146253699,128.72607892532977,0.9904503900799408,2.984679885632528,0.3109894082425079,10.380030702419244,Red
6.560186404424365,1.0586236415754309,0.8065611478614497,8.223716756931285,0.06167044796443989,14.021353198778126,118.63173679731226,1.0034604879868638,2.9790993636897687,1.1436066772313838,14.0875477936852,Red
6.559945203362027,0.3276637150828478,0.6587833667107174,8.57763283704111,0.1542856698594131,9.916889463932964,168.2377715897715,0.9993394580039798,3.121809241293896,0.7855641805558132,8.61694101683684,Red
5.580836121681995,1.3752980582913794,0.6922765645178525,12.023275015319314,0.09545057006560259,43.428288512993994,182.1565414914395,1.0046007392874723,3.2332896716092447,1.5488341112079096,13.437589060460414,Red
13.661761457749352,1.2515521400924365,0.8491956515653193,11.13844838781069,0.15757500582148445,24.761741748518673,12.309786580703493,0.9969751427628963,3.290146697690179,0.34070865095982195,13.932833431383155,Red
11.011150117432088,1.4297198786086938,0.24966800885918594,12.550196763075448,0.022419569937233194,43.11359843931772,138.0637846211706,1.0027108189585705,3.615636660200014,1.2942072792198445,9.272723569861371,White
12.080725777960454,1.116007311743704,0.4894249636431405,15.532781969300437,0.10263852679794301,45.18905923379367,19.848801832748514,0.9909359110289742,2.8680165185990023,1.900506203760311,11.012425726605404,White
5.2058449429580245,0.9587812743101057,0.22120944181960223,16.446729035605777,0.016386584034823702,7.810591712858215,114.28314636469763,0.9950291857511744,2.8416072450712795,0.5964957540895491,9.15849842264559,Red
14.699098521619943,0.6855402508068663,0.987668007996647,14.644338448303394,0.02190410865651736,44.75591433437273,64.65021851829886,0.9910052480662681,3.2702926755326907,1.101804134276012,12.946228902959525,Red
13.324426408004218,1.4058198766956185,0.9440593396866133,19.15495022314376,0.1822231161354381,25.174357491623997,68.28755390920682,1.004630147002186,3.6365964305655765,0.45541738608913485,11.747434376431597,White
7.123391106782762,1.3124894453005718,0.0394268113685059,1.346419070850871,0.03645662051234308,27.96946200519045,77.06211565594775,1.0022546086090776,3.032122411547779,1.3636592508442995,12.447263426958248,White
6.818249672071007,0.16330613814866518,0.7055751725156885,4.719781727987376,0.11115992963229125,33.19666299919446,128.04556531942592,1.0027882113186894,3.569805377507502,1.2359038570135834,9.375408768693479,Red
6.834045098534338,0.13691376429615282,0.9252483174156658,1.1436946245847004,0.08810816449413424,46.6872173028539,73.46949347706615,1.0040694784715083,3.1117937655283594,0.9925213911618149,9.482221034366937,White
8.042422429595376,0.6270487136292694,0.18057534512733353,13.302019568937457,0.07599523198918011,5.860224249339382,149.21281961215328,0.9912765522917968,3.86330333057622,1.18634093650536,8.290481278569345,White
10.247564316322379,1.234774663094566,0.5679452305526295,18.062580430049753,0.1809683356805818,26.45795607430177,86.86020325903525,0.9957839638877,3.87482793311994,1.8241769193973174,10.254472746370109,White
9.319450186421157,1.4821865810409223,0.9154882975880418,5.626163634949686,0.014146445387343005,35.94749190937523,22.987108058892137,0.99106552333566,3.1567446451375916,0.633700313928814,11.918212629335724,Red
7.912291401980419,0.31058364754493945,0.03394597858579884,18.613656351129826,0.13612004037336195,37.52181309642028,158.9143700719804,0.9931618965232504,3.0759925047558885,0.3383596698990903,14.005544397981302,White
11.118528947223794,0.9317830014929891,0.6974202672468399,2.1450804155016563,0.19304494250057458,36.163959419169856,64.29408167261414,0.9934404866555651,3.2935647664794776,1.7648303039884716,12.668492132210766,Red
6.394938606520419,0.6332471992834301,0.29734900737255077,18.75428450930477,0.11643195485774996,11.049580823365483,92.2257071238599,0.9970366081657136,3.0886379022161785,1.281099040059441,11.04777426379826,Red
7.921446485352181,1.4578801569404445,0.9243961953765304,7.680831057553053,0.18799626778628745,18.472801476725657,140.2343378121613,0.9940284325118046,3.606860611950044,1.814119374285132,14.671840800758964,Red
8.663618432936918,1.2789664923899922,0.9710582451653678,2.926995740535114,0.019928997064344516,21.142198643765607,73.16666985825529,0.9915146716022664,3.7912776214579424,1.3148068798023933,13.034716404030823,Red
9.56069984217036,1.273660186595593,0.9442664891134339,10.231563424540187,0.08957073062409066,41.199674345577726,20.75127466787597,0.9925123663364116,3.6077105570934602,1.6772738529314943,14.51115642003785,Red
12.851759613930136,0.7561704237129583,0.47421421665746377,5.878754786689651,0.05942998028278972,17.544194258654887,81.04499893243458,0.9922091334532813,3.7892205366992195,1.0304447177037515,11.693115812905159,White
6.996737821583597,0.6807473032727311,0.8620426509893134,6.412585137276534,0.14885598334633868,14.481723374024142,189.44523071191765,1.0045961519686843,3.276390594648969,1.574761883190057,9.812329923551978,Red
